title,id,genre,release_date,budget,revenue,vote_average
Austin Powers in Goldmember,818,Comedy,2002.0,63000000,296655431,5.9
About Schmidt,2755,Drama,2002.0,30000000,105834556,6.7
About a Boy,245,Drama,2002.0,27000000,129000000,6.6
Star Wars: Episode II - Attack of the Clones,1894,Adventure,2002.0,120000000,649398328,6.4
Serving Sara,12771,Comedy,2002.0,29000000,16930185,5.0
Swept Away,12779,Comedy,2002.0,10000000,598645,4.8
Stuart Little 2,10996,Family,2002.0,120000000,169956806,5.4
Two Weeks Notice,2642,Romance,2002.0,60000000,93354918,5.9
Dark Blue,4911,Action,2002.0,15000000,9237470,6.5
Swimfan,20616,Drama,2002.0,8500000,34411240,5.0
Igby Goes Down,9685,Comedy,2002.0,9000000,4777465,6.5
Confessions of a Dangerous Mind,4912,Comedy,2002.0,30000000,33013805,6.6
Windtalkers,12100,Drama,2002.0,115000000,77628265,5.8
Boat Trip,9557,Comedy,2002.0,20000000,8586376,4.7
The Sweetest Thing,11812,Romance,2002.0,43000000,68696770,5.3
High Crimes,11560,Drama,2002.0,42000000,63781810,6.1
City of God,598,Drama,2002.0,3300000,30641770,8.1
Mondays in the Sun,54580,Drama,2002.0,4000000,146402,7.1
The Hours,590,Drama,2002.0,25000000,41597830,7.0
Slackers,20009,Comedy,2002.0,14000000,6413915,5.4
Sweet Home Alabama,11529,Comedy,2002.0,30000000,180622424,6.0
Moonlight Mile,31005,Romance,2002.0,21000000,10011050,6.5
Spy Kids 2: The Island of Lost Dreams,9488,Action,2002.0,38000000,119723358,5.3
I Spy,8427,Action,2002.0,70000000,33561137,5.2
Hart's War,10592,Drama,2002.0,70000000,32287044,5.9
Secretary,11013,Comedy,2002.0,4000000,9304609,6.7
Enough,1957,Drama,2002.0,38000000,51801187,6.2
Bad Company,3132,Action,2002.0,70000000,65977295,5.4
Salton Sea,11468,Drama,2002.0,18000000,676698,7.0
Abandon,15992,Drama,2002.0,25000000,10719357,4.6
The Rookie,14635,Drama,2002.0,20000000,75597042,6.5
A Walk to Remember,10229,Drama,2002.0,11000000,41227069,7.5
Phone Booth,1817,Thriller,2002.0,13000000,97837138,6.7
Narc,11022,Action,2002.0,6500000,12633747,6.8
Brown Sugar,37964,Comedy,2002.0,8000000,27362712,7.0
Ballistic: Ecks vs. Sever,10550,Action,2002.0,70000000,19924033,4.3
The Four Feathers,9093,War,2002.0,35000000,29882645,6.5
The Transporter,4108,Action,2002.0,21000000,43928932,6.6
Big Trouble,2185,Action,2002.0,40000000,8493890,6.3
Clockstoppers,15028,Adventure,2002.0,26000000,38793283,4.9
Ghost Ship,9645,Horror,2002.0,35000000,68349884,5.3
The Sum of All Fears,4614,Thriller,2002.0,68000000,193000000,5.9
The Good Girl,9962,Drama,2002.0,8000000,16856124,6.1
Dragonfly,10052,Drama,2002.0,60000000,52322400,6.1
Analyze That,9932,Comedy,2002.0,60000000,55003135,5.7
FearDotCom,9544,Horror,2002.0,40000000,18902015,3.2
Star Trek: Nemesis,201,Science Fiction,2002.0,60000000,67312826,6.1
Extreme Ops,15074,Action,2002.0,40000000,10959475,5.0
Finding Nemo,12,Animation,2003.0,94000000,940335536,7.6
Dumb and Dumberer: When Harry Met Lloyd,10152,Comedy,2003.0,19000000,39267515,4.1
Identity,2832,Mystery,2003.0,30000000,90259536,7.1
Bruce Almighty,310,Fantasy,2003.0,80000000,484572835,6.4
Freaky Friday,10330,Comedy,2003.0,26000000,110230332,6.0
Elf,10719,Comedy,2003.0,32000000,173398518,6.4
House of Sand and Fog,11093,Drama,2003.0,16500000,16942795,7.0
Mystic River,322,Thriller,2003.0,25000000,156822020,7.6
The Core,9341,Action,2003.0,60000000,74208267,5.4
The Lizzie McGuire Movie,18736,Family,2003.0,17000000,55534455,5.7
Open Range,2055,Western,2003.0,22000000,68296293,7.0
Once Upon a Time in Mexico,1428,Action,2003.0,29000000,98185582,6.2
Just Married,12090,Comedy,2003.0,18000000,101564935,5.3
The Rundown,10159,Adventure,2003.0,85000000,80916492,6.4
Veronica Guerin,10629,Drama,2003.0,17000000,1569918,6.8
Honey,10028,Romance,2003.0,18000000,62646763,6.0
The Order,9616,Drama,2003.0,35000000,11560806,4.8
Marci X,32316,Comedy,2003.0,20000000,1675706,3.3
The Lord of the Rings: The Return of the King,122,Adventure,2003.0,94000000,1118888979,8.1
Alex & Emma,17813,Comedy,2003.0,30000000,15368897,5.0
Final Destination 2,9358,Horror,2003.0,26000000,90426405,5.9
Cradle 2 the Grave,10623,Action,2003.0,25000000,56489558,5.8
Bad Santa,10147,Drama,2003.0,23000000,76488889,6.5
Basic,10782,Action,2003.0,50000000,42792561,6.2
Bad Boys II,8961,Adventure,2003.0,130000000,273339556,6.3
The Life of David Gale,11615,Drama,2003.0,50000000,38955598,7.3
"Good bye, Lenin!",338,Comedy,2003.0,4800000,79384880,7.4
Looney Tunes: Back in Action,10715,Animation,2003.0,80000000,68514844,5.6
Oldboy,670,Drama,2003.0,3000000,14980005,8.0
The Italian Job,9654,Action,2003.0,60000000,176070171,6.6
Daddy Day Care,10708,Comedy,2003.0,60000000,164433867,5.6
Terminator 3: Rise of the Machines,296,Action,2003.0,200000000,435000000,5.9
House of 1000 Corpses,2662,Horror,2003.0,7000000,16829545,6.0
Pirates of the Caribbean: The Curse of the Black Pearl,22,Adventure,2003.0,140000000,655011224,7.5
Paycheck,9620,Action,2003.0,60000000,96269812,5.9
Scary Movie 3,4256,Comedy,2003.0,48000000,220673217,5.8
The Triplets of Belleville,9662,Adventure,2003.0,8000000,1477676,7.3
Johnny English,9486,Adventure,2003.0,40000000,160583018,6.0
X2,36658,Adventure,2003.0,110000000,407711549,6.8
Swimming Pool,302,Thriller,2003.0,7800000,22441323,6.4
Jeepers Creepers 2,11351,Horror,2003.0,17000000,63102666,5.5
Timeline,9562,Action,2003.0,80000000,19480739,5.4
Underworld,277,Fantasy,2003.0,22000000,95708457,6.6
Old School,11635,Comedy,2003.0,24000000,87055349,6.6
Spy Kids 3-D: Game Over,12279,Action,2003.0,38000000,197011982,4.7
Lara Croft Tomb Raider: The Cradle of Life,1996,Action,2003.0,95000000,156505388,5.5
Love Actually,508,Comedy,2003.0,40000000,244931766,7.0
Cheaper by the Dozen,11007,Comedy,2003.0,40000000,190212113,6.0
Out of Time,2116,Thriller,2003.0,50000000,55495563,6.1
A Mighty Wind,13370,Comedy,2003.0,6000000,18750246,6.6
The Hunted,10632,Drama,2003.0,55000000,34234008,6.0
Gods and Generals,16072,Drama,2003.0,56000000,12923936,6.1
Party Monster,1415,Comedy,2003.0,5000000,742898,5.9
Kill Bill: Vol. 1,24,Action,2003.0,30000000,180949000,7.7
Gigli,8046,Drama,2003.0,54000000,7266209,3.5
Whale Rider,1088,Drama,2003.0,8000000,41400000,7.1
American Wedding,8273,Comedy,2003.0,55000000,231449203,6.0
The Barbarian Invasions,11042,Comedy,2003.0,8000000,3432342,6.7
The Last Samurai,616,Drama,2003.0,140000000,456758981,7.3
Bringing Down the House,10678,Comedy,2003.0,20000000,132675402,5.4
School of Rock,1584,Comedy,2003.0,35000000,131282949,6.7
Intolerable Cruelty,11775,Crime,2003.0,60000000,119940815,5.8
Monster,504,Crime,2003.0,8000000,60378584,7.0
Hulk,1927,Drama,2003.0,137000000,245360480,5.3
How to Lose a Guy in 10 Days,9919,Comedy,2003.0,50000000,177371441,6.3
The Matrix Reloaded,604,Adventure,2003.0,150000000,738599701,6.7
The Matrix Revolutions,605,Adventure,2003.0,150000000,424988211,6.4
Wonderland,4997,Crime,2003.0,5000000,2466444,6.2
Mambo Italiano,321,Comedy,2003.0,4361898,3031801,5.6
Master and Commander: The Far Side of the World,8619,Adventure,2003.0,150000000,212011111,6.9
Sinbad: Legend of the Seven Seas,14411,Family,2003.0,60000000,26288320,6.6
Shanghai Knights,6038,Action,2003.0,50000000,88323487,6.0
Shattered Glass,13537,Drama,2003.0,6000000,2944752,6.6
The Jungle Book 2,14873,Family,2003.0,20000000,135680000,5.6
Lost in Translation,153,Drama,2003.0,4000000,119723856,7.3
Cold Mountain,2289,Drama,2003.0,79000000,173013509,6.7
Thirteen,11023,Crime,2003.0,2000000,4601043,6.7
Dreamcatcher,6171,Drama,2003.0,68000000,75715436,5.3
Seabiscuit,4464,Drama,2003.0,87000000,148336445,6.7
"Legally Blonde 2: Red, White & Blonde",10327,Comedy,2003.0,45000000,124914842,5.1
Duplex,7288,Action,2003.0,40000000,19322135,5.9
The Mudge Boy,26899,Drama,2003.0,800000,62852,7.3
The Visual Bible: The Gospel of John,30973,Drama,2003.0,10000000,4069090,8.2
21 Grams,470,Drama,2003.0,20000000,60427839,7.2
Hollywood Homicide,11375,Action,2003.0,75000000,51142659,5.0
Something's Gotta Give,6964,Drama,2003.0,80000000,266728738,6.3
The Station Agent,2056,Drama,2003.0,500000,8679814,7.4
From Justin to Kelly,31246,Comedy,2003.0,12000000,4922166,3.0
Freddy vs. Jason,6466,Horror,2003.0,30000000,114908830,5.8
A Guy Thing,9582,Comedy,2003.0,20000000,17432163,5.3
A Man Apart,8409,Action,2003.0,36000000,44350926,5.8
Tears of the Sun,9567,Action,2003.0,70000000,85632458,6.4
Radio,13920,Drama,2003.0,32000000,52277485,6.8
Tupac: Resurrection,21525,Music,2003.0,300000,7808524,8.0
The League of Extraordinary Gentlemen,8698,Fantasy,2003.0,78000000,179265204,5.7
2 Fast 2 Furious,584,Action,2003.0,76000000,236350661,6.2
The Haunted Mansion,10756,Thriller,2003.0,90000000,182290266,5.2
Gothika,4970,Horror,2003.0,40000000,141591324,5.8
Latter Days,15708,Drama,2003.0,850000,819939,6.7
Stuck on You,1792,Comedy,2003.0,55000000,33828318,5.1
Charlie's Angels: Full Throttle,9471,Action,2003.0,120000000,259175788,5.2
S.W.A.T.,9257,Action,2003.0,80000000,116643346,5.8
Big Fish,587,Adventure,2003.0,70000000,122919055,7.6
Agent Cody Banks,10923,Action,2003.0,28000000,58795814,5.0
Wrong Turn,9902,Horror,2003.0,12600000,28650575,6.0
Garden State,401,Comedy,2004.0,2500000,26781723,7.1
The Stepford Wives,9890,Action,2004.0,90000000,102000000,5.4
Sky Captain and the World of Tomorrow,5137,Mystery,2004.0,70000000,57958696,5.7
Mean Creek,12281,Crime,2004.0,500000,603943,6.9
After the Sunset,10589,Action,2004.0,60000000,61347797,6.0
Walking Tall,11358,Adventure,2004.0,56000000,57223890,6.0
Shark Tale,10555,Animation,2004.0,75000000,367275019,5.8
Napoleon Dynamite,8193,Comedy,2004.0,400000,46118097,6.7
Seed of Chucky,11249,Drama,2004.0,12000000,24829644,4.9
The Terminal,594,Comedy,2004.0,60000000,219417255,7.0
The Alamo,10733,Western,2004.0,145000000,25819961,5.8
Troy,652,Adventure,2004.0,175000000,497409852,6.9
Blade: Trinity,36648,Science Fiction,2004.0,65000000,128905366,5.7
Exorcist: The Beginning,11026,Horror,2004.0,80000000,78000586,4.7
Barbershop 2:  Back in Business,21301,Comedy,2004.0,18000000,65070412,5.6
Saw,176,Horror,2004.0,1200000,103911669,7.2
50 First Dates,1824,Comedy,2004.0,75000000,196482882,6.6
Night Watch,3040,Fantasy,2004.0,4200000,32000000,6.3
Win a Date with Tad Hamilton!,13476,Comedy,2004.0,17000000,16980098,5.5
It's All Gone Pete Tong,12109,Drama,2004.0,2000000,120620,7.1
Hidalgo,2023,Western,2004.0,100000000,108103450,6.5
Kill Bill: Vol. 2,393,Action,2004.0,30000000,152159461,7.6
Mean Girls,10625,Comedy,2004.0,17000000,129042871,6.9
Super Size Me,9372,Documentary,2004.0,65000,28575078,6.6
Vanity Fair,11632,Drama,2004.0,23000000,16123851,5.5
Little Black Book,14846,Comedy,2004.0,35000000,22034832,5.2
Spider-Man 2,558,Action,2004.0,200000000,783766341,6.7
Riding Giants,291,Documentary,2004.0,2600000,3166000,7.6
The Polar Express,5255,Adventure,2004.0,165000000,305875730,6.4
Meet the Fockers,693,Comedy,2004.0,80000000,516642939,6.1
Shrek 2,809,Adventure,2004.0,150000000,919838758,6.7
The Village,6947,Drama,2004.0,60000000,256697520,6.2
Two Brothers,1997,Adventure,2004.0,74500000,62172050,6.9
Godsend,11058,Drama,2004.0,25000000,30114487,4.7
AVP: Alien vs. Predator,395,Adventure,2004.0,70000000,171183863,5.5
Wicker Park,11208,Drama,2004.0,30000000,13001257,6.7
Howl's Moving Castle,4935,Fantasy,2004.0,24000000,234710455,8.2
Collateral,1538,Drama,2004.0,65000000,217764291,7.0
Before Sunset,80,Drama,2004.0,2700000,15992615,7.6
Ladder 49,11128,Drama,2004.0,60000000,74541707,6.2
Spanglish,2539,Comedy,2004.0,80000000,55041367,5.8
Flight of the Phoenix,11866,Action,2004.0,45000000,21009180,5.7
Woman Thou Art Loosed,44634,Drama,2004.0,3000000,6804016,5.0
Hotel Rwanda,205,Drama,2004.0,17500000,38000000,7.5
Man on Fire,9509,Action,2004.0,70000000,130293714,7.3
Starsky & Hutch,9384,Comedy,2004.0,60000000,170268750,5.6
Hellboy,1487,Fantasy,2004.0,66000000,99318987,6.5
Miracle,14292,Drama,2004.0,28000000,64445708,7.0
Alexander,1966,War,2004.0,155000000,167298192,5.6
Suspect Zero,8080,Crime,2004.0,27000000,13000000,5.5
Mr. 3000,16232,Comedy,2004.0,30000000,21800302,5.0
Open Water,83,Drama,2004.0,130000,54667954,5.4
Catch That Kid,20483,Family,2004.0,18000000,16702864,4.9
Sideways,9675,Comedy,2004.0,16000000,109502303,6.9
Dawn of the Dead,924,Fantasy,2004.0,28000000,102356381,6.8
The Whole Ten Yards,2122,Comedy,2004.0,40000000,26155781,5.5
Wimbledon,11823,Comedy,2004.0,31000000,41512007,6.0
Catwoman,314,Action,2004.0,100000000,82102379,4.2
The Grudge,1970,Horror,2004.0,10000000,183474602,5.8
The Punisher,7220,Action,2004.0,33000000,54700105,6.1
Finding Neverland,866,Drama,2004.0,25000000,116766556,7.2
District B13,10045,Action,2004.0,12000000,9584131,6.5
Secret Window,1586,Thriller,2004.0,40000000,92913171,6.4
Shall We Dance?,4380,Drama,2004.0,50000000,170128460,5.9
Crash,1640,Drama,2004.0,6500000,98410061,7.2
Anchorman: The Legend of Ron Burgundy,8699,Comedy,2004.0,26000000,90574188,6.7
Torque,10718,Action,2004.0,40000000,46546197,4.7
Ray,1677,Drama,2004.0,40000000,124731534,7.2
Harold & Kumar Go to White Castle,11282,Comedy,2004.0,9000000,23936908,6.6
Raise Your Voice,14024,Music,2004.0,15000000,14867514,6.0
Eternal Sunshine of the Spotless Mind,38,Science Fiction,2004.0,20000000,72258126,7.9
Laws of Attraction,11141,Action,2004.0,28000000,30016165,5.6
The Day After Tomorrow,435,Action,2004.0,125000000,544272402,6.2
Club Dread,11217,Comedy,2004.0,8500000,5001655,5.1
The Phantom of the Opera,9833,Thriller,2004.0,70000000,154648887,7.0
Team America: World Police,3989,Music,2004.0,32000000,50907422,6.6
The Chronicles of Riddick,2789,Action,2004.0,105000000,115772733,6.3
Cellular,9759,Action,2004.0,25000000,56422687,6.1
Alfie,8849,Comedy,2004.0,60000000,13395939,5.6
Kung Fu Hustle,9470,Action,2004.0,20000000,100914445,7.2
The Butterfly Effect,1954,Science Fiction,2004.0,13000000,96060858,7.3
Welcome to Mooseport,16784,Comedy,2004.0,30000000,14000000,4.8
The Sea Inside,1913,Drama,2004.0,12806000,38535221,7.2
Downfall,613,Drama,2004.0,18339750,92180910,7.7
Ella Enchanted,14442,Family,2004.0,31000000,27388767,5.9
Jersey Girl,9541,Comedy,2004.0,35000000,36098382,5.8
Closer,2288,Drama,2004.0,27000000,115505027,6.7
Agent Cody Banks 2: Destination London,17047,Comedy,2004.0,26000000,28818995,5.2
Ocean's Twelve,163,Thriller,2004.0,110000000,362744280,6.4
The Passion of the Christ,615,Drama,2004.0,30000000,611899420,6.9
"I, Robot",2048,Action,2004.0,120000000,347234916,6.7
Around the World in 80 Days,10204,Action,2004.0,110000000,72178895,5.7
Johnson Family Vacation,19084,Comedy,2004.0,12000000,31179516,4.7
Paparazzi,15644,Action,2004.0,20000000,16605763,5.8
2046,844,Fantasy,2004.0,12000000,19271312,6.9
Home on the Range,13700,Animation,2004.0,110000000,103951461,5.7
The Aviator,2567,Drama,2004.0,116000000,102000000,7.0
Against the Ropes,8842,Romance,2004.0,39000000,6614280,4.5
The Bourne Supremacy,2502,Action,2004.0,75000000,288500217,7.2
Anacondas: The Hunt for the Blood Orchid,11237,Adventure,2004.0,20000000,70992898,4.9
Along Came Polly,5966,Comedy,2004.0,42000000,171963386,5.8
Confessions of a Teenage Drama Queen,11132,Comedy,2004.0,15000000,29331068,5.1
DodgeBall: A True Underdog Story,9472,Comedy,2004.0,20000000,167722310,6.2
The Girl Next Door,10591,Comedy,2004.0,25000000,30411183,6.3
The Life Aquatic with Steve Zissou,421,Adventure,2004.0,50000000,34808403,7.1
National Treasure,2059,Adventure,2004.0,100000000,347451894,6.4
The SpongeBob SquarePants Movie,11836,Animation,2004.0,30000000,140161792,6.7
Fahrenheit 9/11,1777,Documentary,2004.0,6000000,119114517,6.8
Million Dollar Baby,70,Drama,2004.0,30000000,216763646,7.7
The Notebook,11036,Romance,2004.0,29000000,115603229,7.7
Raising Helen,4599,Drama,2004.0,50000000,49718611,5.9
Connie and Carla,15673,Comedy,2004.0,20000000,11341016,6.4
Bridget Jones: The Edge of Reason,9801,Comedy,2004.0,50000000,40203020,6.1
White Chicks,12153,Comedy,2004.0,37000000,113086475,6.3
Resident Evil: Apocalypse,1577,Horror,2004.0,45000000,129394835,6.1
13 Going on 30,10096,Comedy,2004.0,37000000,96455697,6.3
Garfield,8920,Animation,2004.0,50000000,200804534,5.2
EuroTrip,9352,Comedy,2004.0,25000000,20796847,6.5
Shaun of the Dead,747,Horror,2004.0,4000000,30039392,7.5
Without a Paddle,10762,Action,2004.0,19000000,69631118,5.3
The Incredibles,9806,Action,2004.0,92000000,631442092,7.4
Mindhunters,16617,Mystery,2004.0,27000000,21148829,6.3
A Cinderella Story,11247,Comedy,2004.0,19000000,70067909,6.1
The Work and the Glory,36046,Drama,2004.0,7500000,3347647,6.1
The Machinist,4553,Thriller,2004.0,5000000,8203235,7.3
Layer Cake,4836,Drama,2004.0,6500000,11850214,7.0
Thunderbirds,14623,Action,2004.0,57000000,28283637,4.2
A Home at the End of the World,18923,Romance,2004.0,6500000,1548955,6.8
Harry Potter and the Prisoner of Azkaban,673,Adventure,2004.0,130000000,789804554,7.7
The Big Bounce,12634,Comedy,2004.0,50000000,6808550,5.0
Veer-Zaara,4251,Drama,2004.0,7000000,29385320,7.4
Soul Plane,12657,Romance,2004.0,16000000,14822346,4.7
The Manchurian Candidate,14462,Drama,2004.0,80000000,96105964,6.2
The Princess Diaries 2: Royal Engagement,11130,Comedy,2004.0,40000000,95149435,6.0
The Constant Gardener,1985,Drama,2005.0,25000000,82466670,6.8
Lords of Dogtown,9787,Drama,2005.0,25000000,13411957,7.0
The Weather Man,6963,Comedy,2005.0,20000000,12482775,6.0
Alone in the Dark,12142,Action,2005.0,20000000,10442808,3.1
Are We There Yet?,11637,Adventure,2005.0,32000000,97918663,5.2
Deuce Bigalow: European Gigolo,11453,Comedy,2005.0,22000000,22400154,4.7
Boogeyman,8968,Thriller,2005.0,20000000,67192859,4.6
The Interpreter,179,Crime,2005.0,80000000,162944923,6.2
Derailed,8999,Drama,2005.0,22000000,57479076,6.1
Beauty Shop,14177,Comedy,2005.0,25000000,36351350,5.4
The Sisterhood of the Traveling Pants,9779,Drama,2005.0,25000000,39053061,6.3
Ice Princess,13374,Drama,2005.0,25000000,27645491,5.9
Red Eye,11460,Horror,2005.0,26000000,57891803,6.2
The Amityville Horror,10065,Horror,2005.0,19000000,108047131,6.0
Cinderella Man,921,Romance,2005.0,88000000,108539911,7.3
A Lot Like Love,8976,Comedy,2005.0,30000000,42886719,6.5
Nanny McPhee,11283,Fantasy,2005.0,25000000,122489822,6.4
The Exorcism of Emily Rose,8643,Crime,2005.0,19000000,144216468,6.3
The Proposition,16608,Action,2005.0,2000000,5048693,7.1
Hide and Seek,11096,Horror,2005.0,25000000,122644820,6.1
Land of the Dead,11683,Horror,2005.0,15000000,46770602,6.0
Joyeux Noël,11661,Romance,2005.0,22000000,17709155,7.2
BloodRayne,168705,Action,2005.0,25000000,2405420,3.5
The Greatest Game Ever Played,15487,Drama,2005.0,25000000,15431177,6.9
The 40 Year Old Virgin,6957,Comedy,2005.0,26000000,109449237,6.2
Star Wars: Episode III - Revenge of the Sith,1895,Science Fiction,2005.0,113000000,850000000,7.1
Pride & Prejudice,4348,Drama,2005.0,28000000,121147947,7.7
The Producers,9899,Comedy,2005.0,45000000,38058335,6.1
Mirrormask,14517,Fantasy,2005.0,4000000,866999,6.6
Unleashed,10027,Action,2005.0,45000000,50871113,6.6
Dark Water,9009,Drama,2005.0,30000000,25473093,5.3
Lord of War,1830,Crime,2005.0,42000000,24127895,7.0
xXx: State of the Union,11679,Action,2005.0,60000000,71073932,4.7
Batman Begins,272,Action,2005.0,150000000,374218673,7.5
Undiscovered,17926,Comedy,2005.0,9000000,1046166,4.5
March of the Penguins,1667,Documentary,2005.0,8000000,127392239,6.9
Charlie and the Chocolate Factory,118,Adventure,2005.0,150000000,474968763,6.7
Harry Potter and the Goblet of Fire,674,Adventure,2005.0,150000000,895921036,7.5
The Lost City,9700,Drama,2005.0,9600000,4386236,6.0
Sin City,187,Action,2005.0,40000000,158733820,7.2
Down in the Valley,7870,Drama,2005.0,8000000,852872,5.9
The Matador,9515,Action,2005.0,10000000,17297244,6.2
Dave Chappelle's Block Party,292,Comedy,2005.0,3000000,11718595,6.4
Fever Pitch,11431,Comedy,2005.0,30000000,50451307,5.9
Get Rich or Die Tryin',10060,Drama,2005.0,40000000,46442528,6.3
Rent,1833,Drama,2005.0,40000000,31670620,6.7
Robots,9928,Animation,2005.0,75000000,260696994,6.0
Tsotsi,868,Crime,2005.0,3000000,9879971,6.9
Cheaper by the Dozen 2,9641,Comedy,2005.0,60000000,129181830,5.7
Hustle & Flow,10476,Drama,2005.0,8000000,23563727,6.9
White Noise,11804,Drama,2005.0,10000000,91196419,5.6
Chicken Little,9982,Animation,2005.0,150000000,314432665,5.6
Mr. & Mrs. Smith,787,Action,2005.0,110000000,478207520,6.5
Elizabethtown,9621,Comedy,2005.0,57000000,52034889,6.1
Elektra,9947,Action,2005.0,43000000,56681566,4.8
The Skeleton Key,9913,Drama,2005.0,43000000,91974818,6.4
Oliver Twist,257,Crime,2005.0,50000000,42093706,6.7
The Great Raid,13922,Action,2005.0,80000000,10166502,6.8
